order_id,score,review_date
7280,3,2023-09-18
14158,4,2023-06-24
3569,4,2024-04-08
2063,1,2024-07-07
13893,4,2024-08-21
3861,3,2023-01-21
17216,5,2023-10-01
19964,4,2023-06-08
4852,3,2023-03-23
512,3,2023-12-24
2597,4,2023-04-27
1181,3,2022-12-19
10113,3,2022-04-25
19755,5,2024-05-16
5279,5,2024-12-05
15909,5,2024-01-27
710,3,2024-09-11
16280,4,2022-01-29
15798,1,2022-02-11
13168,5,2024-02-29
2347,4,2024-04-04
776,4,2022-03-24
9653,4,2022-01-10
13233,4,2024-11-25
4094,4,2024-11-13
10,4,2023-08-03
9166,5,2024-10-06
15992,4,2022-12-10
15797,2,2023-01-15
18099,2,2023-07-06
2048,3,2024-03-05
11137,5,2022-04-28
12879,4,2022-08-05
16305,5,2022-03-31
17291,5,2023-11-19
7699,3,2024-11-16
304,3,2023-03-03
8483,4,2024-10-22
3568,4,2024-05-06
1775,4,2022-06-13
17867,5,2024-03-22
18868,3,2024-08-07
7302,4,2022-12-15
1581,4,2024-09-27
18427,4,2023-12-09
6061,4,2024-06-30
17069,5,2024-08-29
7209,5,2022-03-13
19026,4,2023-11-01
1543,5,2022-11-28
5145,5,2023-11-11
17126,5,2023-03-31
13610,4,2023-07-19
10338,4,2024-10-08
17514,4,2023-10-17
7386,4,2023-09-06
2680,5,2023-02-20
8554,2,2024-12-06
4079,4,2023-04-26
9722,4,2024-11-01
17986,4,2024-10-23
17386,3,2023-12-28
13502,1,2022-01-21
5440,3,2024-11-29
5586,5,2022-09-08
3070,3,2022-06-10
11647,4,2023-01-14
18117,5,2022-11-26
16646,3,2022-12-07
5863,5,2023-02-02
10458,3,2023-06-23
18056,4,2024-10-13
4293,2,2022-06-09
6427,4,2022-05-15
16171,4,2023-10-24
18778,4,2024-05-01
3734,5,2024-06-07
12795,4,2024-07-29
15831,5,2024-12-25
10816,5,2023-02-16
16813,4,2023-12-03
5753,5,2022-10-29
2844,4,2022-03-17
19443,4,2022-07-09
4063,5,2022-01-08
4680,4,2024-12-08
2139,4,2023-12-02
13819,5,2024-10-02
19361,4,2024-09-29
18967,5,2023-12-19
10786,5,2024-04-05
10815,5,2022-12-13
19635,4,2023-02-07
10382,4,2023-08-09
12617,3,2022-09-15
19969,3,2022-09-02
12484,4,2022-05-12
15592,4,2024-12-14
872,5,2024-02-03
16018,4,2022-08-27
7982,3,2023-06-14
18206,1,2022-10-22
8075,4,2022-10-10
17434,5,2023-11-21
11657,4,2024-10-12
14018,4,2022-05-19
691,5,2024-05-15
4891,5,2024-08-28
8491,4,2022-12-07
235,3,2023-08-04
7287,4,2022-01-13
6999,2,2022-04-30
4754,5,2024-11-20
7595,5,2023-03-23
13465,4,2022-01-12
7423,3,2023-07-26
16831,1,2023-03-08
18210,5,2024-09-16
2664,4,2022-04-06
7098,5,2024-02-12
17327,4,2022-11-11
1966,5,2022-08-04
756,3,2024-10-20
6337,5,2023-04-01
11804,4,2024-08-09
10429,4,2022-09-26
10993,3,2024-12-24
14352,1,2023-07-09
7427,4,2022-03-02
1743,4,2022-07-29
4757,4,2022-10-12
15142,5,2022-06-21
17090,5,2023-04-14
15265,5,2023-07-21
2263,5,2022-06-29
3996,3,2022-06-30
18366,5,2022-07-18
2465,4,2022-05-30
17811,2,2022-12-08
19869,4,2022-04-21
17989,4,2023-01-31
190,3,2023-05-05
10517,5,2023-12-01
14744,4,2024-04-13
4374,5,2024-06-01
11064,5,2022-05-21
18616,5,2024-06-10
6292,4,2024-07-14
2563,4,2022-01-19
5565,3,2024-10-28
16680,4,2022-10-23
3347,4,2024-07-12
3107,5,2022-06-08
3739,3,2024-08-20
18762,4,2022-04-07
6105,5,2024-06-08
12784,4,2024-09-12
5751,5,2024-11-07
18832,3,2022-09-26
11533,4,2024-04-24
18472,4,2022-02-25
18163,4,2024-12-27
5111,4,2023-06-21
8055,5,2024-05-24
18282,4,2024-03-14
7377,3,2024-03-28
1339,5,2022-12-06
7410,1,2024-12-03
4567,3,2024-09-03
2054,4,2023-07-06
12244,3,2022-06-01
12231,3,2022-08-13
2471,4,2023-04-19
16061,4,2022-09-13
5189,3,2024-07-24
6656,2,2024-04-04
12844,3,2023-10-15
7312,4,2022-04-01
18104,5,2023-10-04
11365,3,2023-12-03
19523,3,2024-11-26
2011,4,2023-10-28
19999,4,2024-01-18
12035,4,2023-06-06
13962,3,2024-02-13
12753,4,2023-11-17
17522,4,2024-06-20
12187,4,2022-09-19
6730,4,2024-12-25
314,4,2023-02-13
14889,5,2022-02-24
18241,4,2024-04-22
11138,4,2023-06-28
18293,4,2023-08-09
4069,4,2022-12-20
4636,5,2022-07-24
4022,5,2024-04-30
18200,5,2024-07-29
17173,3,2024-11-30
5688,4,2022-04-07
12509,4,2023-01-12
2049,3,2023-07-08
5661,5,2023-04-24
15108,4,2022-09-05
7243,5,2023-08-23
3406,5,2023-01-12
5252,3,2023-12-22
17835,5,2023-04-03
4249,1,2022-03-25
10886,5,2022-04-09
19980,5,2022-12-08
5976,3,2023-09-01
14681,5,2022-04-23
4798,4,2023-12-20
10222,4,2022-01-29
12349,4,2024-02-22
7442,4,2023-06-15
18594,2,2022-11-06
12511,4,2022-01-26
10447,4,2022-02-03
19728,4,2023-05-13
2638,2,2023-08-05
15724,4,2023-11-14
3802,3,2024-04-24
12583,3,2024-04-11
7247,5,2024-10-26
4851,5,2024-09-03
16079,5,2022-09-28
2118,4,2023-09-28
3165,5,2022-04-04
10813,5,2023-09-13
8797,4,2022-10-08
12166,4,2022-07-11
4998,5,2022-11-07
10492,1,2022-04-23
18870,5,2022-01-30
3221,2,2024-07-30
6115,4,2022-10-21
12275,4,2024-12-09
7403,5,2024-12-26
6605,5,2024-10-28
15088,5,2024-06-19
681,3,2022-10-19
17752,4,2024-10-17
8107,4,2023-12-05
13217,4,2023-11-08
86,4,2024-03-03
4871,5,2022-05-06
19941,4,2022-03-13
5475,4,2023-06-30
15141,4,2024-12-02
18950,4,2022-07-24
5626,4,2023-05-16
2527,4,2024-12-20
2880,5,2023-01-10
7551,4,2022-07-19
629,4,2024-07-30
655,4,2023-11-06
9323,3,2022-03-20
14461,5,2024-05-08
19933,4,2023-12-27
3841,4,2023-05-10
17307,3,2022-02-06
17889,4,2024-08-26
16693,4,2023-02-09
2723,4,2022-06-01
498,4,2023-10-12
4557,5,2023-10-13
1752,3,2023-09-19
5081,4,2022-04-10
13488,2,2024-08-18
7948,5,2022-09-28
13548,2,2024-01-01
7080,5,2023-08-03
8450,4,2022-10-06
7196,4,2024-07-19
11622,4,2023-04-27
3649,5,2022-03-20
13871,4,2024-05-15
7946,4,2024-06-23
11135,2,2022-03-04
5090,4,2023-12-12
6672,3,2023-02-11
15280,4,2023-06-18
7303,5,2023-04-11
4360,4,2022-10-20
6092,4,2023-10-28
8142,4,2024-10-21
7783,3,2024-01-19
17862,4,2023-05-21
16063,4,2024-01-13
18420,5,2022-01-07
11332,4,2023-04-28
17456,5,2023-09-16
12410,4,2024-08-06
18237,4,2024-10-31
5510,5,2023-01-30
16921,3,2024-04-23
18497,3,2022-04-14
3655,2,2023-10-24
537,5,2023-07-11
3278,4,2024-06-09
14961,4,2023-12-31
17219,5,2023-11-04
12737,1,2022-10-18
6789,3,2023-06-12
13,4,2022-09-01
19983,3,2023-04-01
14441,3,2024-08-11
11464,4,2022-06-06
19133,4,2022-09-28
14243,3,2022-12-29
7631,4,2024-01-31
4234,4,2022-01-06
1507,5,2024-02-03
7985,4,2024-02-13
282,4,2022-11-14
12980,4,2024-06-09
16418,2,2022-07-08
12047,5,2024-07-01
2755,4,2022-06-25
7962,5,2024-05-25
16844,3,2022-10-29
7790,5,2024-04-19
19622,5,2022-04-10
15996,5,2024-10-16
4800,4,2024-07-09
763,4,2024-08-13
12081,5,2024-05-17
491,5,2023-09-14
7872,4,2023-06-12
3627,4,2022-04-15
1797,4,2022-12-18
17369,5,2024-04-29
5388,4,2024-12-08
5686,5,2023-11-28
11576,4,2022-06-26
13558,5,2022-04-20
7272,5,2022-07-07
108,4,2024-05-09
992,5,2023-01-30
6532,4,2023-09-06
5539,4,2022-12-29
3346,5,2024-08-25
5230,3,2024-07-24
6141,5,2023-08-25
15896,5,2022-02-12
2466,3,2024-10-06
4671,4,2022-12-24
10576,4,2023-07-14
3773,4,2024-11-02
4753,4,2024-11-29
18021,4,2022-06-11
13043,3,2024-10-24
9176,3,2022-10-17
12374,4,2023-03-22
12929,5,2024-12-09
19786,3,2023-06-29
8480,4,2022-01-31
6721,5,2022-03-18
1766,5,2022-09-29
8214,4,2023-01-23
8991,4,2024-08-08
19650,5,2024-10-08
19356,4,2024-07-13
14067,2,2024-02-25
11988,3,2024-09-20
5519,4,2022-12-06
12235,4,2022-07-20
14902,4,2023-10-13
17586,4,2022-08-18
10220,5,2023-10-05
11301,5,2023-02-27
2436,4,2023-08-20
6945,5,2024-01-01
5395,4,2022-10-10
15842,4,2024-08-24
2205,3,2023-06-20
11431,5,2023-06-06
11275,5,2024-04-13
4219,4,2024-02-06
7319,4,2022-11-21
6431,4,2023-03-07
641,4,2024-12-12
2239,4,2024-04-13
7907,4,2023-07-30
13433,4,2022-05-07
12253,5,2023-10-14
4015,4,2023-06-17
11496,5,2022-09-02
18705,4,2024-11-16
10278,1,2024-05-05
15730,5,2023-08-01
17232,4,2022-01-09
15259,5,2022-05-30
845,4,2023-03-07
19138,4,2024-07-17
13253,5,2024-08-04
13398,5,2022-11-22
3925,4,2022-07-08
1682,4,2022-10-04
17578,4,2024-12-10
9372,4,2024-03-09
19717,3,2024-02-20
13613,3,2024-09-30
4560,4,2023-11-23
18180,5,2024-10-23
8207,3,2024-07-14
12618,4,2024-03-19
1992,4,2024-07-31
3280,3,2024-06-17
2541,5,2024-03-06
12859,5,2023-08-10
3,5,2024-05-26
10048,4,2022-09-23
17691,1,2024-05-22
13034,5,2024-08-29
12757,5,2024-10-08
340,4,2022-05-13
7363,4,2023-09-22
10018,3,2022-04-12
18067,5,2024-03-25
10779,4,2022-04-24
19982,4,2022-07-15
5006,2,2024-09-01
5270,3,2023-04-21
7811,5,2023-11-20
4473,3,2024-07-11
16239,5,2022-12-30
14618,1,2024-06-14
16052,5,2022-07-26
1569,5,2022-07-10
14529,3,2023-10-29
4559,5,2024-07-29
4342,2,2022-08-21
4823,3,2023-11-14
3317,4,2024-02-03
13334,4,2022-06-01
8251,3,2022-01-28
19485,4,2022-03-26
15710,5,2022-07-07
17314,5,2023-03-11
7177,4,2023-10-27
1914,3,2024-02-29
9056,5,2022-02-27
10454,3,2022-09-22
11965,5,2024-02-05
16510,5,2024-03-02
12255,4,2023-07-04
7893,5,2023-07-11
9416,5,2023-04-26
1382,4,2023-07-18
8073,3,2024-11-03
3972,4,2024-06-04
11134,5,2022-09-28
14193,1,2022-03-03
14057,3,2024-11-24
10553,4,2024-08-18
17948,1,2024-01-17
4373,5,2023-04-07
6752,4,2023-02-03
18936,5,2022-02-08
18758,5,2022-03-07
5656,4,2024-10-15
14792,1,2025-01-09
11627,4,2024-04-27
6454,5,2023-06-21
16479,5,2023-01-30
15105,4,2024-04-08
5594,4,2023-02-16
9685,4,2023-08-29
14921,4,2024-07-06
3945,5,2024-08-27
11770,4,2024-09-23
10621,1,2024-06-04
11343,3,2024-07-27
18319,3,2023-04-29
16748,4,2024-02-04
4633,5,2022-07-25
11311,4,2023-09-02
2655,5,2023-03-16
16918,3,2023-04-28
15630,5,2024-07-30
16972,5,2023-01-02
3086,4,2023-08-22
9718,3,2024-07-25
11756,4,2023-06-15
4189,4,2024-09-15
11852,4,2023-06-12
5487,5,2024-02-29
1068,3,2023-11-03
4311,4,2022-04-12
2229,4,2023-09-19
14875,4,2023-03-26
9714,4,2024-10-27
19528,2,2023-01-03
13628,5,2022-10-24
9998,1,2024-12-08
19444,4,2024-10-07
1340,3,2024-07-01
11695,5,2023-03-01
6147,5,2023-10-22
17204,5,2024-01-08
19603,4,2023-12-01
10311,4,2022-08-19
4853,3,2022-01-11
17874,5,2022-09-06
10344,4,2022-07-27
13729,5,2023-08-10
11113,4,2023-03-23
9196,3,2022-09-21
16988,4,2022-07-28
9153,3,2023-09-21
5019,5,2022-08-17
9470,5,2024-06-15
13919,3,2023-07-19
3520,4,2023-02-27
2246,5,2022-10-19
4451,3,2024-07-03
18190,3,2023-05-16
15972,4,2022-11-21
2191,3,2023-03-05
3797,4,2022-10-31
17610,4,2023-02-02
12378,4,2023-10-14
16681,4,2024-06-28
1816,5,2023-03-13
18488,5,2024-10-30
4173,1,2024-11-13
2170,4,2024-03-10
3424,2,2022-10-10
2502,4,2023-09-25
11953,3,2024-06-04
13251,3,2024-04-18
8712,5,2024-07-01
16282,4,2022-01-18
13737,4,2024-08-29
7640,4,2024-11-02
19328,5,2024-04-03
1877,4,2022-03-29
5520,4,2022-09-26
2453,3,2023-06-12
6415,4,2022-01-20
9670,4,2024-11-13
7975,3,2023-04-18
591,4,2023-11-22
8768,5,2022-10-12
7835,5,2022-07-14
17161,5,2023-10-21
15474,4,2023-11-21
7793,4,2024-04-04
17757,5,2023-09-25
9638,4,2024-01-19
16466,4,2023-08-03
2647,5,2022-05-06
9421,3,2022-05-18
5760,4,2023-08-15
13730,5,2023-09-24
13076,1,2023-12-23
11722,4,2022-07-24
1411,4,2024-06-04
7200,1,2022-06-19
12575,4,2024-05-15
6226,4,2023-11-22
14939,4,2022-11-19
6942,5,2023-04-14
6014,1,2023-04-03
11758,3,2022-02-20
2899,5,2022-12-15
1850,5,2023-11-26
19223,4,2024-10-06
1875,4,2023-12-10
11843,5,2023-06-03
11360,4,2023-05-21
7229,4,2024-06-05
9960,1,2023-07-19
11514,4,2023-03-25
8864,4,2022-02-07
1702,5,2022-11-02
18093,4,2023-07-17
5956,4,2022-10-28
7033,4,2023-10-19
1627,5,2022-01-17
14604,4,2023-05-29
18927,4,2024-03-13
7435,4,2022-04-17
3021,4,2023-12-28
921,5,2023-06-14
538,4,2023-06-11
15272,4,2024-06-13
19919,4,2022-11-18
12541,4,2024-11-24
16184,3,2023-10-02
12953,4,2024-12-20
19729,3,2024-12-06
14621,4,2024-05-08
4275,1,2024-02-13
13760,5,2024-01-22
6949,4,2024-03-24
7054,5,2023-04-25
16119,4,2022-11-08
13728,4,2023-02-25
8877,4,2022-10-13
586,4,2023-10-22
17358,4,2022-06-08
9230,4,2024-08-22
299,3,2022-04-01
7567,3,2022-11-29
8733,4,2022-09-25
19198,4,2022-06-23
1006,3,2024-01-12
16843,4,2022-05-24
15717,5,2024-03-28
9437,4,2024-03-30
8310,4,2023-03-10
18844,3,2023-08-15
2832,4,2024-09-15
14413,5,2023-10-15
19282,3,2024-04-29
16412,4,2024-05-16
5908,5,2022-02-09
5316,5,2023-04-02
7723,4,2022-10-02
19833,5,2023-11-13
10094,5,2023-03-05
3619,5,2024-03-08
10829,3,2022-12-23
18029,3,2022-03-09
17191,5,2023-02-09
6310,5,2023-12-01
15565,5,2023-01-14
13664,4,2024-11-14
16294,5,2024-03-18
3032,3,2024-07-16
1395,4,2023-01-01
11665,1,2023-07-07
1817,5,2023-01-20
11388,4,2024-07-20
17649,2,2024-10-15
19660,4,2024-05-03
331,3,2023-12-07
10369,5,2024-07-28
15046,4,2024-04-23
4096,5,2022-02-04
18523,1,2024-05-28
13550,4,2023-12-23
2649,4,2023-08-13
12363,4,2023-12-26
18601,4,2023-08-23
2889,4,2024-12-07
9688,5,2024-09-21
16393,4,2024-09-26
18553,3,2023-09-13
9526,4,2022-09-06
7562,3,2022-04-29
16288,4,2024-11-03
9725,5,2024-12-13
19209,4,2023-07-10
11077,4,2022-06-06
7848,4,2024-10-18
4931,4,2023-03-18
1585,4,2022-10-17
7046,3,2023-06-26
15901,4,2022-08-22
2238,3,2022-09-12
13750,5,2024-06-04
14749,3,2024-07-19
1629,4,2022-07-19
15347,4,2022-08-23
4878,4,2022-06-09
10872,4,2022-07-01
2407,4,2024-05-20
8226,4,2023-09-09
15008,5,2022-09-19
17255,4,2022-09-21
11737,5,2023-07-15
7452,1,2023-06-15
10751,4,2023-09-08
4910,5,2022-08-12
4765,2,2022-09-02
8722,1,2024-12-13
7883,3,2022-10-16
13363,5,2023-04-20
16374,4,2022-11-27
9277,5,2024-05-06
5203,4,2023-09-01
10405,4,2022-04-27
316,4,2023-09-21
1905,4,2023-01-28
7647,3,2022-04-10
3250,4,2022-11-22
4145,5,2023-11-12
3595,2,2022-02-24
17854,4,2022-09-30
14825,4,2022-05-15
16292,4,2023-08-11
2567,3,2023-12-31
8148,4,2024-03-25
19456,4,2023-06-08
17910,5,2024-11-09
15694,3,2022-11-27
143,4,2024-12-19
19342,5,2023-05-01
7482,4,2022-03-24
10864,1,2023-10-19
10662,4,2024-03-31
17015,4,2024-09-09
19151,4,2023-01-21
18146,3,2023-11-20
12675,4,2024-02-27
9581,5,2022-04-13
3971,4,2022-11-04
4061,3,2022-06-14
3486,4,2023-12-26
9452,4,2022-02-04
16553,5,2022-03-29
17808,5,2022-02-19
978,4,2024-05-20
1637,4,2024-12-11
4828,5,2022-05-27
11957,3,2024-10-25
13434,4,2024-12-12
9769,4,2023-04-14
4772,4,2024-01-01
13186,4,2023-12-04
10042,4,2022-06-04
13430,3,2024-04-30
12751,5,2022-06-20
11983,5,2023-12-29
17035,4,2023-03-09
2227,1,2023-04-30
7785,5,2024-04-11
337,4,2022-04-17
3142,4,2023-02-20
10804,4,2023-02-26
14344,5,2024-05-15
10981,5,2023-01-30
18012,4,2024-04-15
7989,3,2022-04-04
13190,4,2022-08-01
3320,4,2024-03-16
16984,4,2022-09-11
19107,4,2024-06-17
15456,5,2022-03-01
16493,5,2022-07-25
10541,5,2022-04-05
3716,4,2024-09-13
19898,5,2022-09-27
1134,4,2022-03-07
11011,1,2024-05-04
10266,5,2023-04-25
12673,5,2024-10-20
2569,5,2023-08-14
7774,4,2023-01-30
19538,3,2022-11-28
14801,4,2024-08-31
579,4,2023-02-11
7191,3,2024-04-13
8270,5,2023-01-16
1616,4,2023-09-03
19248,4,2023-09-09
14837,5,2022-08-02
8400,2,2023-10-29
15227,3,2023-03-22
3009,4,2022-09-23
17217,4,2024-01-15
19691,5,2022-01-26
18655,3,2024-03-18
11729,4,2023-08-11
6620,4,2024-09-03
6495,3,2023-07-07
14362,4,2024-02-11
15651,4,2023-12-12
7131,5,2024-11-11
4112,1,2023-07-31
2782,4,2024-11-08
16636,2,2024-01-30
14084,3,2024-10-19
16960,4,2022-10-25
9259,4,2024-02-12
15713,5,2024-05-25
14269,5,2022-11-19
12648,5,2024-12-26
14319,5,2023-10-25
1610,4,2023-05-16
13119,5,2022-01-25
3725,4,2022-07-22
155,4,2022-10-17
12288,3,2024-07-29
17028,3,2023-12-21
14590,3,2023-09-01
1873,4,2024-11-04
17357,4,2023-03-27
3192,5,2022-08-21
8425,4,2024-10-07
10992,3,2024-09-21
9619,5,2022-07-06
8625,5,2022-01-28
11620,2,2023-03-19
18610,4,2024-04-13
3360,4,2023-12-20
5191,5,2022-05-03
1296,5,2024-05-05
17202,4,2023-11-11
9090,5,2022-03-28
5741,4,2023-05-12
18290,4,2022-06-22
15463,4,2023-11-10
19519,4,2024-09-11
3084,5,2024-06-05
680,5,2024-08-26
11124,3,2022-10-30
454,3,2022-09-01
8511,5,2024-10-03
12085,1,2023-10-13
8234,3,2024-04-07
4562,5,2022-08-17
4364,4,2023-01-09
6696,4,2023-01-10
8708,4,2022-06-10
10432,4,2024-10-13
1557,4,2022-05-18
1497,4,2024-12-19
14701,5,2023-11-29
5253,4,2023-09-16
17547,4,2022-03-20
5797,4,2023-07-25
391,4,2023-04-10
3008,5,2024-08-18
19646,4,2024-10-26
12360,4,2024-05-07
18000,4,2024-03-26
7531,3,2024-07-03
9616,4,2024-01-07
11284,3,2024-06-20
17690,4,2024-08-08
18883,3,2023-08-18
9333,5,2022-07-24
19222,5,2024-08-23
3302,5,2023-01-12
13429,4,2022-09-23
13872,5,2022-09-11
19925,5,2024-01-19
9504,5,2022-08-18
3751,5,2024-01-20
10862,4,2022-09-13
6363,3,2024-03-18
8702,4,2022-04-22
3561,3,2023-03-27
17048,5,2024-04-16
12117,4,2024-10-17
12175,3,2022-02-23
17659,3,2022-03-27
713,5,2024-04-30
8166,4,2024-07-07
13016,4,2022-06-29
14830,4,2024-11-07
9456,5,2023-07-17
10232,3,2024-03-03
18948,3,2024-05-05
16382,3,2022-01-17
14449,5,2022-10-24
9257,4,2024-05-17
5882,4,2022-07-10
12594,5,2023-03-13
1738,5,2023-07-02
1324,3,2023-09-10
11521,4,2023-11-29
17119,4,2023-02-20
1158,4,2023-03-30
8542,5,2023-04-02
11585,5,2022-10-15
5142,5,2024-07-05
2553,1,2023-03-02
5776,5,2024-09-21
12826,2,2022-03-02
19365,4,2023-07-01
11076,4,2022-05-23
4484,4,2022-02-10
785,4,2024-02-23
4669,4,2023-02-21
1229,4,2023-04-10
16571,4,2024-03-07
1731,5,2023-01-17
1954,5,2024-05-04
15059,5,2023-06-01
15885,5,2022-08-21
10299,4,2023-07-01
15166,4,2024-12-10
7973,4,2023-08-13
19494,5,2022-12-03
19967,3,2022-08-04
13148,3,2022-09-07
12714,4,2023-05-04
1216,5,2025-01-01
18544,4,2022-10-25
2249,4,2024-10-21
13402,5,2024-11-18
2437,5,2024-05-14
1821,5,2024-12-25
12790,4,2023-03-17
14077,4,2022-06-22
19992,4,2023-08-04
7231,3,2024-10-19
19011,5,2023-01-14
14962,5,2023-04-25
577,4,2024-01-11
5881,5,2023-04-11
12461,3,2024-01-26
15350,4,2023-01-10
16531,4,2022-04-23
8257,5,2024-07-04
15785,2,2022-02-10
7483,4,2024-12-16
246,5,2023-09-11
11048,5,2022-09-18
5866,2,2022-04-01
11007,4,2022-03-05
10700,5,2023-01-27
2442,5,2022-09-11
3506,4,2023-01-06
6558,2,2022-12-14
12582,2,2022-06-12
16525,4,2024-04-21
5499,4,2022-09-05
15487,3,2022-01-24
13166,4,2023-05-07
3083,4,2023-09-05
1519,5,2022-10-07
5945,4,2022-06-21
2792,4,2022-09-22
15468,3,2022-07-26
12970,4,2022-11-14
5924,4,2024-05-29
4382,3,2023-02-01
10855,5,2023-02-23
16707,4,2024-09-24
15376,3,2024-09-01
16001,3,2022-06-21
14845,4,2023-06-24
19406,4,2023-12-29
6795,4,2024-09-20
6156,3,2022-07-05
19854,4,2024-04-30
6065,4,2022-12-30
8028,5,2022-05-24
2494,4,2022-01-19
9978,4,2022-03-27
2481,4,2024-10-13
1071,5,2023-07-03
8458,4,2022-06-14
11870,3,2022-04-07
11784,4,2023-06-08
6320,4,2023-04-26
12971,3,2022-04-05
11280,3,2024-03-22
18451,4,2022-03-06
2994,4,2022-10-25
13547,4,2022-04-13
4496,4,2023-08-25
8734,5,2024-06-20
16907,5,2023-04-11
15432,5,2022-01-10
13947,5,2023-01-12
6269,4,2023-12-21
7900,5,2023-07-31
2265,5,2024-07-05
4435,5,2022-05-01
19188,4,2023-10-27
3745,4,2023-08-17
6937,3,2023-01-22
6354,4,2024-01-16
355,4,2022-08-16
13789,3,2022-03-24
17694,4,2022-03-01
14884,4,2022-11-08
11847,4,2022-12-09
5710,4,2024-10-02
2822,3,2024-07-12
18008,5,2022-08-24
15774,5,2023-04-10
2142,2,2022-08-01
7775,3,2022-08-27
16684,5,2024-09-01
566,3,2023-03-09
13536,5,2022-01-09
10104,4,2024-09-18
6133,3,2024-11-13
