order_id,product_id,quantity,price,freight_value
109,251,2,570,28.5
110,262,2,598,29.9
111,45,3,45296,2264.8
112,220,3,1734,86.7
112,63,1,5368,268.4
112,158,3,3146,157.3
113,94,1,5823,291.15
113,90,2,14782,739.1
114,154,1,3984,199.2
114,202,2,1305,65.25
115,252,3,317,15.85
115,279,2,1789,89.45
116,92,3,11172,558.6
116,18,2,20370,1018.5
116,163,3,329,16.45
117,192,3,1547,77.35
118,276,3,2492,124.6
118,131,3,1575,78.75
118,263,3,2915,145.75
119,230,1,1724,86.2
119,48,2,44253,2212.65
120,283,3,2572,128.6
120,297,1,1945,97.25
120,250,3,247,12.35
121,81,3,10467,523.35
121,102,2,11888,594.4
122,14,3,10960,548.0
122,289,1,1588,79.4
122,258,3,2419,120.95
122,90,1,4248,212.4
123,26,2,17981,899.05
123,210,3,1723,86.15
123,167,1,943,47.15
124,283,1,1791,89.55
124,61,3,10287,514.35
125,21,3,20862,1043.1
125,156,2,2095,104.75
125,247,2,1406,70.3
125,267,3,2629,131.45
126,58,2,2797,139.85
126,255,2,1589,79.45
126,155,2,2678,133.9
126,160,3,1861,93.05
127,246,1,838,41.9
127,3,3,44428,2221.4
128,94,3,994,49.7
128,44,2,9913,495.65
128,43,3,4189,209.45
129,16,2,33802,1690.1
129,213,1,1896,94.8
129,73,1,9120,456.0
130,1,3,34578,1728.9
130,19,3,11823,591.15
130,273,2,851,42.55
130,97,3,6279,313.95
131,279,3,1741,87.05
131,190,1,1849,92.45
131,29,3,32524,1626.2
131,69,1,9582,479.1
132,174,2,7160,358.0
133,139,1,5976,298.8
134,233,2,678,33.9
135,120,3,10022,501.1
135,45,1,16355,817.75
136,293,1,2960,148.0
136,131,2,2471,123.55
136,257,2,2265,113.25
136,114,1,3281,164.05
137,104,1,13394,669.7
137,212,2,1388,69.4
137,160,3,1528,76.4
137,108,3,5924,296.2
138,146,3,7624,381.2
138,300,3,2606,130.3
138,217,1,201,10.05
139,71,2,14316,715.8
139,195,2,1047,52.35
139,99,3,9152,457.6
140,182,3,507,25.35
140,156,2,7542,377.1
140,288,3,2435,121.75
140,3,2,3948,197.4
141,279,2,2077,103.85
142,123,1,1089,54.45
142,300,1,1565,78.25
142,286,2,1401,70.05
143,24,3,36548,1827.4
144,112,1,12750,637.5
144,156,1,6932,346.6
144,176,1,5654,282.7
144,138,1,498,24.9
145,118,1,1356,67.8
146,202,1,1401,70.05
146,164,3,7324,366.2
146,72,2,8279,413.95
147,173,3,4099,204.95
148,289,2,2370,118.5
148,24,1,16539,826.95
149,233,2,1328,66.4
149,292,2,2455,122.75
149,259,1,2266,113.3
150,138,1,7783,389.15
150,109,3,12258,612.9
150,241,1,370,18.5
150,82,3,10456,522.8
151,33,3,49178,2458.9
151,63,2,11960,598.0
151,137,2,5587,279.35
152,290,1,2264,113.2
152,101,2,5344,267.2
153,64,3,8128,406.4
154,184,2,1769,88.45
154,209,1,113,5.65
155,283,3,1058,52.9
156,35,1,10202,510.1
156,61,3,8437,421.85
156,105,3,2647,132.35
156,170,1,4734,236.7
157,253,2,208,10.4
157,15,2,41782,2089.1
157,117,3,7419,370.95
157,279,2,2269,113.45
158,61,2,9437,471.85
158,7,2,40394,2019.7
158,179,1,5295,264.75
159,34,1,31615,1580.75
160,226,1,1952,97.6
160,255,1,732,36.6
161,198,1,1791,89.55
161,238,3,620,31.0
161,96,1,9570,478.5
161,272,1,2098,104.9
162,46,1,20630,1031.5
162,192,3,737,36.85
162,28,2,46479,2323.95
162,26,3,27204,1360.2
163,245,3,722,36.1
163,161,3,4307,215.35
164,253,2,1206,60.3
164,173,1,1421,71.05
164,18,1,23672,1183.6
165,124,1,2644,132.2
165,173,3,6980,349.0
166,171,1,3191,159.55
167,217,3,1505,75.25
167,114,2,5171,258.55
168,73,2,3710,185.5
169,10,1,26447,1322.35
169,275,1,2690,134.5
170,171,3,7760,388.0
170,139,2,1713,85.65
170,241,1,2847,142.35
170,34,1,29910,1495.5
171,261,1,1721,86.05
171,217,2,800,40.0
171,298,3,555,27.75
171,42,3,37657,1882.85
172,23,1,48590,2429.5
172,295,2,2277,113.85
173,288,1,425,21.25
174,153,1,7369,368.45
175,64,3,12793,639.65
175,236,1,230,11.5
175,262,3,2668,133.4
175,240,1,1213,60.65
176,90,1,3039,151.95
176,281,3,2602,130.1
177,62,3,14115,705.75
177,260,3,1347,67.35
177,77,2,11057,552.85
177,120,1,5878,293.9
178,125,2,1499,74.95
178,230,3,911,45.55
179,91,2,14587,729.35
180,183,1,929,46.45
180,47,3,31295,1564.75
180,117,2,7108,355.4
180,62,3,5228,261.4
181,117,1,12982,649.1
181,293,1,2059,102.95
182,138,1,4307,215.35
182,102,3,4288,214.4
182,82,3,6572,328.6
182,295,3,2545,127.25
183,34,1,49192,2459.6
183,224,1,1910,95.5
184,141,3,1733,86.65
185,25,1,9662,483.1
185,114,3,8824,441.2
185,124,3,3821,191.05
186,278,2,1622,81.1
187,166,1,1934,96.7
187,86,1,14879,743.95
188,64,1,6678,333.9
188,124,2,3195,159.75
189,56,3,35612,1780.6
189,111,2,5100,255.0
189,46,3,28324,1416.2
190,159,2,2802,140.1
190,166,2,6164,308.2
190,44,1,24419,1220.95
190,138,2,3272,163.6
191,91,1,11261,563.05
191,107,2,9819,490.95
191,99,2,4303,215.15
192,258,2,1577,78.85
192,72,1,8713,435.65
193,133,1,5751,287.55
193,237,3,1988,99.4
193,208,3,796,39.8
194,108,2,1799,89.95
195,2,2,39428,1971.4
195,52,3,31513,1575.65
195,261,3,1730,86.5
196,273,2,1413,70.65
197,250,2,1082,54.1
197,180,1,7209,360.45
197,284,2,1596,79.8
198,79,3,2968,148.4
198,119,1,9701,485.05
199,211,1,1495,74.75
199,296,1,1925,96.25
200,195,2,1216,60.8
200,290,3,2851,142.55
201,50,1,38757,1937.85
201,265,2,1521,76.05
201,4,2,40932,2046.6
202,165,1,5782,289.1
202,40,2,15571,778.55
202,186,1,383,19.15
202,245,3,608,30.4
203,85,1,6965,348.25
203,202,1,224,11.2
203,204,3,1451,72.55
203,198,2,965,48.25
204,69,1,1134,56.7
204,261,2,2322,116.1
205,26,3,49149,2457.45
205,55,2,44576,2228.8
205,135,2,2296,114.8
205,4,3,48063,2403.15
206,282,3,2453,122.65
207,32,3,32456,1622.8
207,270,3,637,31.85
207,168,1,3929,196.45
208,102,3,4851,242.55
209,136,3,4862,243.1
209,44,3,12785,639.25
209,74,3,4356,217.8
209,178,2,6096,304.8
210,54,3,9911,495.55
210,216,1,756,37.8
210,114,3,977,48.85
211,285,2,1233,61.65
211,68,2,7430,371.5
212,259,3,400,20.0
212,205,3,1715,85.75
213,57,3,19035,951.75
214,182,1,1132,56.6
215,192,2,1546,77.3
215,129,1,6619,330.95
216,172,2,6002,300.1
216,159,1,3827,191.35
216,96,1,1172,58.6
216,59,1,9988,499.4
217,232,2,941,47.05
217,22,3,17430,871.5
217,64,3,2473,123.65
218,37,3,3727,186.35
219,212,2,1165,58.25
219,82,2,6087,304.35
219,259,3,2687,134.35
220,170,3,7355,367.75
220,77,1,11734,586.7
221,226,1,1853,92.65
222,19,1,3264,163.2
222,67,2,13551,677.55
222,294,2,2211,110.55
223,239,2,1243,62.15
223,115,3,5027,251.35
223,55,2,19323,966.15
223,219,2,228,11.4
224,246,1,311,15.55
225,122,1,2921,146.05
225,233,3,1932,96.6
225,249,3,2014,100.7
226,245,3,2066,103.3
227,119,1,12609,630.45
227,29,1,19930,996.5
228,39,1,6574,328.7
229,61,2,14880,744.0
229,295,3,229,11.45
229,67,1,3629,181.45
229,39,1,43723,2186.15
230,209,1,1513,75.65
230,151,1,4247,212.35
230,185,3,748,37.4
230,72,3,6155,307.75
231,273,2,702,35.1
231,197,2,1027,51.35
231,42,1,12258,612.9
231,261,2,1956,97.8
232,33,1,5871,293.55
232,113,2,13725,686.25
232,105,2,3415,170.75
233,136,2,1904,95.2
233,266,2,1672,83.6
233,202,3,981,49.05
234,123,3,1440,72.0
234,172,3,7693,384.65
234,292,1,2969,148.45
234,127,3,4411,220.55
235,166,1,4354,217.7
235,193,3,706,35.3
236,102,2,13871,693.55
236,200,2,268,13.4
236,95,3,12317,615.85
237,130,2,7268,363.4
237,147,2,5787,289.35
238,173,2,1167,58.35
239,216,3,1593,79.65
240,58,2,13082,654.1
241,127,3,6444,322.2
242,254,2,1826,91.3
242,183,2,1515,75.75
243,255,2,2150,107.5
243,278,3,476,23.8
243,247,1,2778,138.9
244,265,2,773,38.65
244,164,1,1717,85.85
244,271,2,2998,149.9
245,22,1,22349,1117.45
245,41,2,23268,1163.4
245,162,2,4168,208.4
246,263,2,687,34.35
247,156,3,3831,191.55
247,252,2,244,12.2
248,200,2,1142,57.1
248,85,3,9774,488.7
248,2,1,42697,2134.85
249,219,3,1103,55.15
249,114,3,3576,178.8
249,19,3,33773,1688.65
250,158,3,3966,198.3
250,144,3,1218,60.9
250,282,2,1853,92.65
251,96,3,9856,492.8
251,201,2,215,10.75
251,57,2,21748,1087.4
252,53,1,3115,155.75
252,35,3,13719,685.95
252,204,1,451,22.55
253,41,3,19237,961.85
253,153,3,4477,223.85
254,185,2,1612,80.6
255,89,2,8504,425.2
255,267,3,725,36.25
256,86,3,8780,439.0
256,30,2,8740,437.0
256,255,2,2663,133.15
257,149,2,2755,137.75
257,253,3,2982,149.1
257,152,2,1533,76.65
258,292,3,2079,103.95
258,188,1,427,21.35
259,249,2,668,33.4
259,232,3,1089,54.45
259,16,3,15127,756.35
260,165,2,1674,83.7
260,116,3,2452,122.6
260,232,2,1840,92.0
261,204,3,643,32.15
262,20,2,2749,137.45
263,276,2,1816,90.8
264,127,3,7315,365.75
265,99,1,7032,351.6
265,298,1,1297,64.85
265,119,1,8828,441.4
265,45,1,38671,1933.55
266,178,1,5483,274.15
266,162,3,553,27.65
267,41,1,32721,1636.05
267,248,3,1147,57.35
268,294,3,827,41.35
268,137,3,7614,380.7
268,16,2,13679,683.95
269,37,1,3619,180.95
269,207,2,1510,75.5
269,83,2,11602,580.1
269,217,1,373,18.65
270,176,2,3188,159.4
270,34,2,6938,346.9
271,16,1,34190,1709.5
271,58,1,49408,2470.4
271,217,2,1033,51.65
271,84,2,4442,222.1
272,133,2,5287,264.35
272,170,2,4715,235.75
273,200,2,501,25.05
274,229,3,1714,85.7
275,291,3,1182,59.1
275,269,3,1874,93.7
275,8,1,12868,643.4
276,213,2,475,23.75
276,168,1,5078,253.9
277,16,1,30922,1546.1
277,83,3,8298,414.9
277,89,1,3901,195.05
278,69,1,11840,592.0
279,61,2,10805,540.25
280,66,2,5556,277.8
280,21,2,7342,367.1
280,143,3,4832,241.6
280,177,3,3611,180.55
281,10,3,22070,1103.5
281,122,3,1518,75.9
281,263,2,2437,121.85
281,274,3,1499,74.95
282,91,3,11702,585.1
282,104,1,3644,182.2
283,243,3,2948,147.4
283,138,3,448,22.4
284,65,1,14410,720.5
284,20,3,23406,1170.3
285,195,3,540,27.0
285,152,1,7872,393.6
285,243,3,226,11.3
285,6,3,15700,785.0
286,7,3,8536,426.8
286,111,3,6684,334.2
286,49,1,14111,705.55
286,238,2,1080,54.0
287,236,1,1017,50.85
287,142,1,1012,50.6
287,111,1,14575,728.75
288,85,2,1460,73.0
288,81,1,9030,451.5
289,138,1,1081,54.05
289,277,1,974,48.7
289,81,1,7529,376.45
289,121,3,4863,243.15
290,182,3,1029,51.45
290,247,1,454,22.7
290,233,3,813,40.65
291,122,1,4170,208.5
291,159,2,4963,248.15
291,154,1,3153,157.65
291,289,2,2838,141.9
292,121,3,7281,364.05
292,92,1,652,32.6
293,135,2,7669,383.45
293,221,3,1308,65.4
293,209,1,144,7.2
293,296,3,767,38.35
294,122,1,6197,309.85
294,156,3,4911,245.55
294,59,3,50000,2500.0
294,269,2,1864,93.2
295,213,3,414,20.7
295,31,3,3350,167.5
295,171,1,858,42.9
295,218,2,985,49.25
296,57,3,12413,620.65
297,78,3,12294,614.7
297,167,3,7873,393.65
298,115,2,11259,562.95
299,155,2,5771,288.55
299,220,1,1044,52.2
299,23,1,24209,1210.45
300,125,3,1367,68.35
300,137,1,7387,369.35
301,236,3,1061,53.05
301,242,3,2966,148.3
301,46,1,16455,822.75
302,67,1,10212,510.6
303,73,3,9932,496.6
303,236,2,106,5.3
303,122,3,2590,129.5
304,144,1,2579,128.95
304,270,1,2441,122.05
305,233,2,772,38.6
305,123,1,4128,206.4
306,251,3,2141,107.05
307,83,3,13692,684.6
308,137,2,1195,59.75
309,146,3,2128,106.4
309,77,3,5033,251.65
309,184,1,1959,97.95
309,229,1,1007,50.35
310,163,3,706,35.3
310,241,2,2536,126.8
311,165,1,5337,266.85
312,171,1,3255,162.75
313,224,2,1772,88.6
313,181,3,1406,70.3
313,234,3,1681,84.05
313,217,2,1083,54.15
314,221,1,310,15.5
314,60,3,28689,1434.45
315,224,1,1034,51.7
315,28,2,28876,1443.8
315,228,3,538,26.9
315,200,3,1144,57.2
316,150,2,822,41.1
316,284,1,868,43.4
316,254,3,1665,83.25
317,223,1,1371,68.55
317,242,3,753,37.65
318,42,2,6593,329.65
319,220,1,804,40.2
319,252,1,1686,84.3
319,96,2,8087,404.35
319,117,2,8561,428.05
320,96,3,4478,223.9
320,231,1,626,31.3
321,85,3,6938,346.9
321,49,2,29438,1471.9
321,8,3,30717,1535.85
321,249,3,2353,117.65
322,253,2,2791,139.55
322,103,3,5998,299.9
322,59,1,2509,125.45
323,266,1,1667,83.35
323,69,2,4862,243.1
324,122,1,6058,302.9
325,288,2,750,37.5
325,176,2,6815,340.75
325,180,1,3161,158.05
326,298,1,337,16.85
326,183,2,125,6.25
326,277,3,1681,84.05
326,285,2,2252,112.6
327,136,3,5283,264.15
327,283,3,1027,51.35
327,25,3,42771,2138.55
327,243,1,1897,94.85
328,54,3,13352,667.6
328,5,1,42949,2147.45
329,242,2,2798,139.9
329,208,2,1466,73.3
329,103,1,6670,333.5
330,256,1,1095,54.75
330,86,3,10301,515.05
330,101,2,13171,658.55
331,14,1,13394,669.7
332,170,1,2105,105.25
332,8,1,30590,1529.5
332,201,1,1293,64.65
332,49,3,31155,1557.75
333,271,1,2843,142.15
333,93,1,6995,349.75
333,270,3,2713,135.65
333,57,3,33207,1660.35
334,252,1,2824,141.2
335,145,3,6875,343.75
335,193,2,185,9.25
335,126,2,7513,375.65
335,236,3,1390,69.5
336,54,3,19496,974.8
336,48,1,7753,387.65
337,227,2,1795,89.75
337,148,2,3428,171.4
337,236,3,1615,80.75
338,71,1,4824,241.2
338,109,2,7880,394.0
339,190,3,121,6.05
339,112,2,11155,557.75
340,5,3,13685,684.25
340,236,1,996,49.8
340,111,2,12982,649.1
341,76,2,3647,182.35
342,96,2,14929,746.45
342,100,2,13795,689.75
342,294,2,2481,124.05
343,61,1,12726,636.3
343,149,1,2459,122.95
343,178,2,3682,184.1
343,15,3,36886,1844.3
344,52,1,26588,1329.4
344,87,2,8053,402.65
345,262,3,2250,112.5
346,100,1,11799,589.95
346,44,1,5903,295.15
346,253,1,1710,85.5
346,37,3,36595,1829.75
347,68,1,9641,482.05
347,52,1,27855,1392.75
348,216,2,1589,79.45
348,103,1,4593,229.65
349,82,1,5274,263.7
349,258,1,668,33.4
349,126,1,1706,85.3
350,163,1,902,45.1
351,280,2,492,24.6
351,32,3,3628,181.4
352,86,3,2937,146.85
352,101,3,14832,741.6
353,213,1,989,49.45
353,266,3,2645,132.25
354,226,1,1947,97.35
354,6,1,29433,1471.65
354,28,1,17791,889.55
354,268,1,2513,125.65
355,111,1,11395,569.75
355,267,1,249,12.45
356,107,3,3288,164.4
356,223,2,1473,73.65
357,97,1,2464,123.2
357,172,1,2492,124.6
358,165,1,3488,174.4
359,181,1,604,30.2
359,262,2,2179,108.95
360,267,1,379,18.95
360,213,2,871,43.55
360,214,3,1688,84.4
360,159,3,5906,295.3
361,34,2,18426,921.3
361,106,2,11818,590.9
362,110,1,10922,546.1
363,111,3,14662,733.1
364,129,2,4097,204.85
364,5,3,40395,2019.75
365,31,2,19582,979.1
366,145,3,5808,290.4
367,126,3,434,21.7
367,31,2,13135,656.75
368,233,3,986,49.3
368,296,3,876,43.8
369,110,3,3141,157.05
369,129,2,7640,382.0
369,200,3,487,24.35
369,213,1,1126,56.3
370,179,2,2672,133.6
370,122,2,2148,107.4
370,42,1,19468,973.4
370,295,3,507,25.35
371,43,3,27205,1360.25
371,14,3,19475,973.75
372,116,3,14543,727.15
373,256,2,1905,95.25
373,140,1,1924,96.2
373,27,1,44483,2224.15
374,254,3,1558,77.9
374,197,1,514,25.7
374,134,2,1493,74.65
374,62,1,8994,449.7
375,253,3,2040,102.0
375,117,2,1310,65.5
376,118,2,13150,657.5
376,284,2,1580,79.0
376,218,2,537,26.85
377,62,1,4964,248.2
377,138,1,2079,103.95
377,162,2,2211,110.55
378,182,1,1968,98.4
378,99,1,7329,366.45
378,256,1,1706,85.3
378,52,1,16636,831.8
379,206,3,1273,63.65
380,153,3,2080,104.0
380,145,1,6425,321.25
380,111,3,12041,602.05
380,43,3,19159,957.95
381,21,1,23833,1191.65
381,228,1,1631,81.55
381,149,2,2362,118.1
382,74,1,5091,254.55
382,231,1,1393,69.65
383,208,2,390,19.5
383,157,2,5892,294.6
383,124,3,1952,97.6
384,294,2,2841,142.05
385,51,1,49458,2472.9
385,235,1,559,27.95
385,139,3,5480,274.0
385,248,2,2445,122.25
386,74,3,4243,212.15
386,260,3,2919,145.95
386,128,2,3070,153.5
386,295,1,371,18.55
387,6,1,11014,550.7
387,209,1,1497,74.85
388,98,2,13115,655.75
388,128,3,4879,243.95
388,202,2,1678,83.9
388,179,2,5092,254.6
389,87,2,3074,153.7
390,135,2,7214,360.7
391,65,3,970,48.5
391,200,2,377,18.85
391,71,3,3622,181.1
391,221,3,92,4.6
392,22,1,36041,1802.05
392,171,1,7727,386.35
393,68,3,638,31.9
394,49,3,16280,814.0
395,203,1,1773,88.65
396,61,3,1500,75.0
397,227,3,153,7.65
398,38,1,38640,1932.0
398,290,1,660,33.0
399,136,3,7280,364.0
399,133,3,7210,360.5
400,232,1,1097,54.85
400,122,1,3038,151.9
400,149,2,7596,379.8
400,227,2,265,13.25
401,120,2,7470,373.5
401,1,1,20707,1035.35
402,298,1,1813,90.65
403,51,3,11142,557.1
403,282,3,1654,82.7
403,17,2,26024,1301.2
404,98,2,8858,442.9
404,185,3,151,7.55
405,223,3,1997,99.85
405,111,2,1962,98.1
405,218,2,1407,70.35
405,86,1,3103,155.15
406,298,3,1672,83.6
407,155,3,1432,71.6
407,269,1,2330,116.5
408,135,3,813,40.65
408,12,3,26565,1328.25
408,184,2,1924,96.2
408,76,2,5896,294.8
409,235,3,1668,83.4
409,89,1,7138,356.9
409,241,2,943,47.15
410,56,2,21088,1054.4
410,119,1,7135,356.75
411,250,1,2187,109.35
411,264,2,2653,132.65
411,239,2,1095,54.75
412,2,1,14041,702.05
412,121,3,7160,358.0
413,250,1,259,12.95
414,118,1,4166,208.3
414,7,1,4605,230.25
414,177,3,3854,192.7
415,166,2,5243,262.15
416,79,2,12582,629.1
417,280,1,2859,142.95
417,169,3,2384,119.2
417,164,1,2301,115.05
417,246,2,857,42.85
418,264,1,2723,136.15
419,96,3,1012,50.6
419,165,1,6078,303.9
419,174,2,3339,166.95
420,104,1,3856,192.8
420,65,2,13189,659.45
421,235,1,630,31.5
421,228,1,779,38.95
421,59,1,38042,1902.1
421,173,1,6445,322.25
422,108,3,3398,169.9
422,217,3,1160,58.0
422,284,1,2305,115.25
423,44,3,7494,374.7
423,156,2,2588,129.4
423,246,3,1187,59.35
424,30,1,23352,1167.6
425,213,3,1237,61.85
425,100,3,12232,611.6
425,175,3,5040,252.0
425,278,3,632,31.6
426,208,2,1398,69.9
426,228,2,1737,86.85
426,155,3,1524,76.2
427,109,3,6838,341.9
427,287,3,1437,71.85
427,9,3,8518,425.9
427,261,2,619,30.95
428,276,1,2474,123.7
428,271,1,1788,89.4
429,6,1,27815,1390.75
429,86,1,4766,238.3
430,30,1,45483,2274.15
430,12,1,39699,1984.95
430,129,3,4094,204.7
431,81,3,12008,600.4
431,17,3,22946,1147.3
432,57,3,11953,597.65
432,20,2,25624,1281.2
433,98,3,12382,619.1
